Title	Sample@acc	Run@acc	Experiment@acc	Experiment@name	Study@name	Platform	instrument_model	LIBRARY_NAME	LIBRARY_STRATEGY	LIBRARY_SOURCE	LIBRARY_SELECTION	Statistics@total_bases	Unnamed: 13	Platform (Sequel/Sequel II/Revio)	Type (CLR/HiFi)
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655768	SRX21381891	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_89	WGS	GENOMIC	size fractionation	653518618		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655769	SRX21381890	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_88	WGS	GENOMIC	size fractionation	552311992		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655770	SRX21381889	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_87	WGS	GENOMIC	size fractionation	699354122		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655771	SRX21381888	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_6	WGS	GENOMIC	size fractionation	1027751874		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655772	SRX21381887	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_86	WGS	GENOMIC	size fractionation	670566810		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655773	SRX21381886	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_85	WGS	GENOMIC	size fractionation	755184375		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655774	SRX21381885	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_84	WGS	GENOMIC	size fractionation	711509201		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655775	SRX21381884	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_83	WGS	GENOMIC	size fractionation	684099988		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655776	SRX21381883	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_82	WGS	GENOMIC	size fractionation	698975916		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655777	SRX21381882	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_81	WGS	GENOMIC	size fractionation	705660567		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655778	SRX21381881	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_80	WGS	GENOMIC	size fractionation	692675584		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655779	SRX21381880	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_79	WGS	GENOMIC	size fractionation	1079287702		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655780	SRX21381879	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_78	WGS	GENOMIC	size fractionation	673198270		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655781	SRX21381878	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_77	WGS	GENOMIC	size fractionation	735012854		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655782	SRX21381877	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_5	WGS	GENOMIC	size fractionation	965012417		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655783	SRX21381876	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_76	WGS	GENOMIC	size fractionation	490923680		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655784	SRX21381875	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_46	WGS	GENOMIC	size fractionation	906633801		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655785	SRX21381874	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_45	WGS	GENOMIC	size fractionation	816422772		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655786	SRX21381873	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_44	WGS	GENOMIC	size fractionation	993064898		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655787	SRX21381872	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_43	WGS	GENOMIC	size fractionation	996933259		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655788	SRX21381871	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_42	WGS	GENOMIC	size fractionation	570317487		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655789	SRX21381870	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_41	WGS	GENOMIC	size fractionation	872307399		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655790	SRX21381869	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_40	WGS	GENOMIC	size fractionation	969934001		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655791	SRX21381868	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_39	WGS	GENOMIC	size fractionation	968548153		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655792	SRX21381867	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_38	WGS	GENOMIC	size fractionation	901662654		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655793	SRX21381866	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_37	WGS	GENOMIC	size fractionation	860377018		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655794	SRX21381865	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_1	WGS	GENOMIC	size fractionation	1239283522		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655795	SRX21381864	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_36	WGS	GENOMIC	size fractionation	951234241		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655796	SRX21381863	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_35	WGS	GENOMIC	size fractionation	899246405		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655797	SRX21381862	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_34	WGS	GENOMIC	size fractionation	729791295		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655798	SRX21381861	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_33	WGS	GENOMIC	size fractionation	912486257		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655799	SRX21381860	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_32	WGS	GENOMIC	size fractionation	934923403		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655800	SRX21381859	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_31	WGS	GENOMIC	size fractionation	941404043		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655801	SRX21381858	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_30	WGS	GENOMIC	size fractionation	908140930		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655802	SRX21381857	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_29	WGS	GENOMIC	size fractionation	1182413886		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655803	SRX21381856	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_28	WGS	GENOMIC	size fractionation	891835153		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655804	SRX21381855	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_27	WGS	GENOMIC	size fractionation	954924217		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655806	SRX21381853	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_26	WGS	GENOMIC	size fractionation	962824599		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655807	SRX21381852	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_25	WGS	GENOMIC	size fractionation	935418220		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655808	SRX21381851	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_24	WGS	GENOMIC	size fractionation	932024649		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655809	SRX21381850	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_23	WGS	GENOMIC	size fractionation	1009828687		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655810	SRX21381849	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_22	WGS	GENOMIC	size fractionation	884836232		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655811	SRX21381848	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_21	WGS	GENOMIC	size fractionation	1025296942		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655812	SRX21381847	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_20	WGS	GENOMIC	size fractionation	934261440		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655813	SRX21381846	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_19	WGS	GENOMIC	size fractionation	939324865		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655814	SRX21381845	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_18	WGS	GENOMIC	size fractionation	940606356		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655815	SRX21381844	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_17	WGS	GENOMIC	size fractionation	1019177241		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655817	SRX21381842	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_16	WGS	GENOMIC	size fractionation	976564343		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655818	SRX21381841	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_15	WGS	GENOMIC	size fractionation	932011531		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655819	SRX21381840	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_14	WGS	GENOMIC	size fractionation	940956809		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655820	SRX21381839	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_13	WGS	GENOMIC	size fractionation	1025547841		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655821	SRX21381838	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_12	WGS	GENOMIC	size fractionation	952604869		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655822	SRX21381837	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_11	WGS	GENOMIC	size fractionation	941554512		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655823	SRX21381836	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_10	WGS	GENOMIC	size fractionation	1023951902		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655824	SRX21381835	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_119	WGS	GENOMIC	size fractionation	1481096		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655825	SRX21381834	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_118	WGS	GENOMIC	size fractionation	392919331		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655826	SRX21381833	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_117	WGS	GENOMIC	size fractionation	780318525		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655827	SRX21381832	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_9	WGS	GENOMIC	size fractionation	1081821128		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655828	SRX21381831	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_116	WGS	GENOMIC	size fractionation	941306309		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655829	SRX21381830	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_115	WGS	GENOMIC	size fractionation	895935346		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655830	SRX21381829	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_114	WGS	GENOMIC	size fractionation	834641421		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655831	SRX21381828	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_113	WGS	GENOMIC	size fractionation	929733220		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655832	SRX21381827	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_112	WGS	GENOMIC	size fractionation	964935344		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655833	SRX21381826	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_111	WGS	GENOMIC	size fractionation	911064805		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655834	SRX21381825	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_110	WGS	GENOMIC	size fractionation	729921599		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655835	SRX21381824	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_109	WGS	GENOMIC	size fractionation	963910802		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655836	SRX21381823	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_108	WGS	GENOMIC	size fractionation	886326302		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655837	SRX21381822	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_107	WGS	GENOMIC	size fractionation	344660473		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655838	SRX21381821	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_8	WGS	GENOMIC	size fractionation	1034292802		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655839	SRX21381820	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_106	WGS	GENOMIC	size fractionation	647744364		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655840	SRX21381819	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_105	WGS	GENOMIC	size fractionation	1000168788		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655841	SRX21381818	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_104	WGS	GENOMIC	size fractionation	508645819		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655842	SRX21381817	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_103	WGS	GENOMIC	size fractionation	853546543		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655843	SRX21381816	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_102	WGS	GENOMIC	size fractionation	1093113924		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655844	SRX21381815	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_101	WGS	GENOMIC	size fractionation	861741778		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655845	SRX21381814	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_100	WGS	GENOMIC	size fractionation	880882653		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655846	SRX21381813	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_99	WGS	GENOMIC	size fractionation	1063901579		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655847	SRX21381812	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_98	WGS	GENOMIC	size fractionation	858700466		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655848	SRX21381811	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_75	WGS	GENOMIC	size fractionation	483343913		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655849	SRX21381810	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_74	WGS	GENOMIC	size fractionation	520502681		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655850	SRX21381809	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_73	WGS	GENOMIC	size fractionation	1753374		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655851	SRX21381808	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_72	WGS	GENOMIC	size fractionation	544690382		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655852	SRX21381807	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_71	WGS	GENOMIC	size fractionation	843655922		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655853	SRX21381806	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_70	WGS	GENOMIC	size fractionation	934694222		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655854	SRX21381805	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_69	WGS	GENOMIC	size fractionation	874288465		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655855	SRX21381804	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_68	WGS	GENOMIC	size fractionation	866230509		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655856	SRX21381803	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_67	WGS	GENOMIC	size fractionation	891461406		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655857	SRX21381802	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_4	WGS	GENOMIC	size fractionation	1201714511		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655858	SRX21381801	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_66	WGS	GENOMIC	size fractionation	870125282		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655859	SRX21381800	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_65	WGS	GENOMIC	size fractionation	1066289337		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655860	SRX21381799	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_64	WGS	GENOMIC	size fractionation	444101316		Sequel II	CLR
Strigops habroptilus PacBio subreads	SRS18622706	SRR25655861	SRX21381798	Strigops habroptilus PacBio subreads	"Strigops habroptila (Kakapo), bStrHab1, sequence data."	PACBIO_SMRT	Sequel II	bStrHab1_PacBio_subreads_63	WGS	GENOMIC	size fractionation	1247443219		Sequel II	CLR
